gamma,delta,iteration,fitness,label
0.5,0.3,11,0.6155647933840369,g0.5_d0.3
0.5,0.3,12,0.6155839596731171,g0.5_d0.3
0.5,0.3,13,0.6157034431348297,g0.5_d0.3
0.5,0.3,14,0.6157034431348297,g0.5_d0.3
0.5,0.3,15,0.6157034431348297,g0.5_d0.3
0.5,0.3,16,0.6157034431348297,g0.5_d0.3
0.5,0.3,17,0.6157034431348297,g0.5_d0.3
0.5,0.3,18,0.6157034431348297,g0.5_d0.3
0.5,0.3,19,0.6157034431348297,g0.5_d0.3
0.5,0.3,20,0.6157034431348297,g0.5_d0.3
0.5,0.3,21,0.6157034431348297,g0.5_d0.3
0.5,0.3,22,0.6157034431348297,g0.5_d0.3
0.5,0.3,23,0.6157034431348297,g0.5_d0.3
0.5,0.3,24,0.6157034431348297,g0.5_d0.3
0.5,0.3,25,0.6157034431348297,g0.5_d0.3
0.5,0.3,26,0.6157034431348297,g0.5_d0.3
0.5,0.3,27,0.6157034431348297,g0.5_d0.3
0.5,0.3,28,0.6157091522422152,g0.5_d0.3
0.5,0.3,29,0.6158028087895646,g0.5_d0.3
0.5,0.3,30,0.6158028087895646,g0.5_d0.3
0.5,0.3,31,0.6158028087895646,g0.5_d0.3
0.5,0.3,32,0.6158028087895646,g0.5_d0.3
0.5,0.3,33,0.6158028087895646,g0.5_d0.3
0.5,0.3,34,0.6158028087895646,g0.5_d0.3
0.5,0.3,35,0.6158028087895646,g0.5_d0.3
0.5,0.3,36,0.6158028087895646,g0.5_d0.3
0.5,0.3,37,0.6158091975525914,g0.5_d0.3
0.5,0.3,38,0.6158091975525914,g0.5_d0.3
0.5,0.3,39,0.6158116443128995,g0.5_d0.3
0.5,0.3,40,0.6158177612136699,g0.5_d0.3
0.5,0.3,41,0.6158305387397233,g0.5_d0.3
0.5,0.3,42,0.6158305387397233,g0.5_d0.3
0.5,0.3,43,0.6158305387397233,g0.5_d0.3
0.5,0.3,44,0.6158305387397233,g0.5_d0.3
0.5,0.3,45,0.6158305387397233,g0.5_d0.3
0.5,0.3,46,0.6158305387397233,g0.5_d0.3
0.5,0.3,47,0.6158305387397233,g0.5_d0.3
0.5,0.3,48,0.6158305387397233,g0.5_d0.3
0.5,0.3,49,0.6158305387397233,g0.5_d0.3
0.5,0.3,50,0.6158382868140323,g0.5_d0.3
0.5,0.3,51,0.6158767553233211,g0.5_d0.3
0.5,0.3,52,0.6158767553233211,g0.5_d0.3
0.5,0.3,53,0.6158767553233211,g0.5_d0.3
0.5,0.3,54,0.6158767553233211,g0.5_d0.3
0.5,0.3,55,0.6159191658353281,g0.5_d0.3
0.5,0.3,56,0.6159377883998954,g0.5_d0.3
0.5,0.3,57,0.6159377883998954,g0.5_d0.3
0.5,0.3,58,0.6159377883998954,g0.5_d0.3
0.5,0.3,59,0.6159377883998954,g0.5_d0.3
0.5,0.3,60,0.6159448568185634,g0.5_d0.3
0.5,0.3,61,0.6159448568185634,g0.5_d0.3
0.5,0.3,62,0.6159448568185634,g0.5_d0.3
0.5,0.3,63,0.6159448568185634,g0.5_d0.3
0.5,0.3,64,0.6159448568185634,g0.5_d0.3
0.5,0.3,65,0.6159448568185634,g0.5_d0.3
0.5,0.3,66,0.6159448568185634,g0.5_d0.3
0.5,0.3,67,0.6159448568185634,g0.5_d0.3
0.5,0.3,68,0.6159448568185634,g0.5_d0.3
0.5,0.3,69,0.6160217938371405,g0.5_d0.3
0.5,0.3,70,0.6160217938371405,g0.5_d0.3
0.5,0.3,71,0.6160217938371405,g0.5_d0.3
0.5,0.3,72,0.6160272310822698,g0.5_d0.3
0.5,0.3,73,0.6160272310822698,g0.5_d0.3
0.5,0.3,74,0.6160272310822698,g0.5_d0.3
0.5,0.3,75,0.6160272310822698,g0.5_d0.3
0.5,0.3,76,0.6160272310822698,g0.5_d0.3
0.5,0.3,77,0.6160272310822698,g0.5_d0.3
0.5,0.3,78,0.6160272310822698,g0.5_d0.3
0.5,0.3,79,0.6160272310822698,g0.5_d0.3
0.5,0.3,80,0.6160272310822698,g0.5_d0.3
0.5,0.3,81,0.6160272310822698,g0.5_d0.3
0.5,0.3,82,0.6160272310822698,g0.5_d0.3
0.5,0.3,83,0.6160272310822698,g0.5_d0.3
0.5,0.3,84,0.6160502034429403,g0.5_d0.3
0.5,0.3,85,0.6160502034429403,g0.5_d0.3
0.5,0.3,86,0.6160719524234569,g0.5_d0.3
0.5,0.3,87,0.6160719524234569,g0.5_d0.3
0.5,0.3,88,0.6160719524234569,g0.5_d0.3
0.5,0.3,89,0.6160719524234569,g0.5_d0.3
0.5,0.3,90,0.6160719524234569,g0.5_d0.3
0.5,0.3,91,0.6160719524234569,g0.5_d0.3
0.5,0.3,92,0.6160719524234569,g0.5_d0.3
0.5,0.3,93,0.6160719524234569,g0.5_d0.3
0.5,0.3,94,0.6160719524234569,g0.5_d0.3
0.5,0.3,95,0.6160719524234569,g0.5_d0.3
0.5,0.3,96,0.6160719524234569,g0.5_d0.3
0.5,0.3,97,0.6160719524234569,g0.5_d0.3
0.5,0.3,98,0.6160719524234569,g0.5_d0.3
0.5,0.3,99,0.6160719524234569,g0.5_d0.3
0.5,0.3,100,0.6160719524234569,g0.5_d0.3
0.5,0.5,1,0.5178586947136931,g0.5_d0.5
0.5,0.5,2,0.5181129130034297,g0.5_d0.5
0.5,0.5,3,0.5181129130034297,g0.5_d0.5
0.5,0.5,4,0.5183316311142344,g0.5_d0.5
0.5,0.5,5,0.5183316311142344,g0.5_d0.5
0.5,0.5,6,0.5191815582231851,g0.5_d0.5
0.5,0.5,7,0.5191815582231851,g0.5_d0.5
0.5,0.5,8,0.5191815582231851,g0.5_d0.5
0.5,0.5,9,0.5192033072037016,g0.5_d0.5
0.5,0.5,10,0.5193526048928724,g0.5_d0.5
0.5,0.5,11,0.5194713180781918,g0.5_d0.5
0.5,0.5,12,0.5196450833704438,g0.5_d0.5
0.5,0.5,13,0.5196450833704438,g0.5_d0.5
0.5,0.5,14,0.5196450833704438,g0.5_d0.5
0.5,0.5,15,0.519826777978509,g0.5_d0.5
0.5,0.5,16,0.519826777978509,g0.5_d0.5
0.5,0.5,17,0.519826777978509,g0.5_d0.5
0.5,0.5,18,0.519826777978509,g0.5_d0.5
0.5,0.5,19,0.519826777978509,g0.5_d0.5
0.5,0.5,20,0.519826777978509,g0.5_d0.5
0.5,0.5,21,0.519826777978509,g0.5_d0.5
0.5,0.5,22,0.519826777978509,g0.5_d0.5
0.5,0.5,23,0.519826777978509,g0.5_d0.5
0.5,0.5,24,0.519826777978509,g0.5_d0.5
0.5,0.5,25,0.519826777978509,g0.5_d0.5
0.5,0.5,26,0.519826777978509,g0.5_d0.5
0.5,0.5,27,0.519826777978509,g0.5_d0.5
0.5,0.5,28,0.519826777978509,g0.5_d0.5
0.5,0.5,29,0.519826777978509,g0.5_d0.5
0.5,0.5,30,0.519826777978509,g0.5_d0.5
